Image Name,Bounding Box coordinates,,,,Image class
04738.jpg,111,87,1509,967,63
04739.jpg,36,91,181,172,151
04740.jpg,48,49,597,403,131
04741.jpg,72,88,378,250,46
04742.jpg,17,32,578,300,35
04743.jpg,26,21,287,159,104
04744.jpg,2,1,280,96,18
04745.jpg,3,31,283,145,157
04746.jpg,48,103,2497,1572,40
04747.jpg,378,125,973,689,39
04748.jpg,38,58,404,293,125
04749.jpg,44,47,590,407,120
04750.jpg,17,54,212,157,9
04751.jpg,144,214,636,522,144
04752.jpg,97,134,602,396,100
04753.jpg,53,103,483,379,14
04754.jpg,303,145,797,478,192
04755.jpg,46,48,277,177,165
04756.jpg,30,84,246,156,128
04757.jpg,54,83,736,436,52
04758.jpg,62,260,974,587,17
04759.jpg,47,39,371,270,117
04760.jpg,18,199,1581,1090,34
04761.jpg,52,44,509,358,59
04762.jpg,58,254,1582,991,182
04763.jpg,5,145,996,594,147
04764.jpg,23,38,263,145,129
04765.jpg,66,222,513,339,152
04766.jpg,249,154,981,569,167
04767.jpg,18,62,352,254,48
04768.jpg,32,105,988,658,63
04769.jpg,6,87,210,164,30
04770.jpg,70,57,526,384,100
04771.jpg,14,31,270,166,41
04772.jpg,7,17,249,187,76
04773.jpg,47,185,999,696,167
04774.jpg,18,31,620,387,54
04775.jpg,67,168,685,499,173
04776.jpg,367,418,1030,669,96
04777.jpg,90,194,1512,914,34
04778.jpg,20,72,769,515,31
04779.jpg,50,44,230,156,39
04780.jpg,77,49,508,305,192
04781.jpg,71,186,1206,781,157
04782.jpg,50,83,394,268,38
04783.jpg,176,298,718,498,41
04784.jpg,7,8,375,234,95
04785.jpg,47,97,612,377,114
04786.jpg,17,48,859,396,79
04787.jpg,210,188,1428,732,175
04788.jpg,55,84,976,679,132
04789.jpg,46,35,593,352,103
04790.jpg,126,97,882,704,119
04791.jpg,9,196,1008,504,153
04792.jpg,41,51,215,152,31
04793.jpg,5,82,550,442,85
04794.jpg,63,26,436,296,47
04795.jpg,32,41,239,153,162
04796.jpg,40,14,856,486,107
04797.jpg,4,13,189,132,80
04798.jpg,7,18,192,127,115
04799.jpg,13,41,300,174,69
04800.jpg,38,52,483,222,124
04801.jpg,67,364,1549,1063,189
04802.jpg,22,25,407,339,20
04803.jpg,52,88,373,248,33
04804.jpg,87,132,672,363,110
04805.jpg,34,19,772,488,150
04806.jpg,228,316,1913,1230,29
04807.jpg,17,69,682,436,140
04808.jpg,106,59,337,284,159
04809.jpg,107,172,789,579,183
04810.jpg,94,190,1597,991,29
04811.jpg,626,176,1465,618,173
04812.jpg,16,59,466,241,44
04813.jpg,70,85,1186,791,144
04814.jpg,60,411,1495,992,36
04815.jpg,31,81,608,391,134
04816.jpg,79,84,528,327,3
04817.jpg,71,116,561,423,50
04818.jpg,19,141,586,371,12
04819.jpg,26,116,485,308,22
04820.jpg,39,123,439,291,138
04821.jpg,7,62,418,214,62
04822.jpg,64,24,274,150,25
04823.jpg,4,37,256,185,156
04824.jpg,137,417,1822,1130,162
04825.jpg,102,211,786,485,7
04826.jpg,18,79,480,304,153
04827.jpg,7,4,277,180,1
04828.jpg,15,43,287,170,110
04829.jpg,68,125,572,363,111
04830.jpg,61,167,589,464,40
04831.jpg,18,84,254,175,84
04832.jpg,32,34,248,213,28
04833.jpg,36,103,544,310,6
04834.jpg,1,39,252,172,156
04835.jpg,9,31,636,443,95
04836.jpg,32,62,272,189,162
04837.jpg,40,73,1561,964,91
04838.jpg,20,40,166,99,107
04839.jpg,172,358,1109,834,15
04840.jpg,1066,1244,4030,2247,34
04841.jpg,86,162,472,393,24
04842.jpg,18,17,256,194,116
04843.jpg,47,69,603,453,129
04844.jpg,35,147,596,372,103
04845.jpg,5,60,285,155,70
04846.jpg,28,68,442,287,155
04847.jpg,54,189,1474,921,85
04848.jpg,17,104,353,201,16
04849.jpg,13,48,442,257,177
04850.jpg,26,107,635,391,133
04851.jpg,65,67,581,410,135
04852.jpg,49,152,943,621,178
04853.jpg,113,89,953,1469,170
04854.jpg,7,134,590,322,102
04855.jpg,34,57,350,226,139
04856.jpg,244,199,625,406,142
04857.jpg,43,152,568,360,11
04858.jpg,120,227,555,413,77
04859.jpg,8,33,251,164,174
04860.jpg,56,229,742,463,182
04861.jpg,53,62,997,642,182
04862.jpg,6,44,377,246,124
04863.jpg,26,80,625,449,114
04864.jpg,92,134,564,399,106
04865.jpg,76,262,944,661,28
04866.jpg,151,148,769,445,159
04867.jpg,51,56,278,159,157
04868.jpg,4,49,426,297,161
04869.jpg,85,98,569,309,168
04870.jpg,36,15,477,305,47
04871.jpg,42,45,449,321,180
04872.jpg,102,63,423,319,99
04873.jpg,120,286,1073,790,166
04874.jpg,9,1,152,103,1
04875.jpg,29,65,249,155,57
04876.jpg,21,30,468,320,196
04877.jpg,39,135,588,393,134
04878.jpg,51,99,1160,754,96
04879.jpg,451,231,2545,1775,67
04880.jpg,63,122,844,410,187
04881.jpg,27,77,460,275,118
04882.jpg,1,98,420,269,104
04883.jpg,117,465,1946,1123,19
04884.jpg,31,35,236,162,8
04885.jpg,318,374,1350,945,25
04886.jpg,38,105,1565,740,44
04887.jpg,8,1,258,165,40
04888.jpg,20,33,241,163,90
04889.jpg,108,114,546,384,94
04890.jpg,40,25,567,378,95
04891.jpg,39,179,1242,829,72
04892.jpg,8,37,294,150,2
04893.jpg,12,39,265,142,16
04894.jpg,56,11,346,186,108
04895.jpg,148,173,749,479,132
04896.jpg,27,71,423,243,56
04897.jpg,6,63,806,510,184
04898.jpg,8,104,623,360,74
04899.jpg,24,51,239,167,65
04900.jpg,111,23,527,315,52
04901.jpg,145,76,581,353,144
04902.jpg,23,91,382,234,98
04903.jpg,2,46,316,213,85
04904.jpg,14,149,304,231,158
04905.jpg,130,100,953,366,185
04906.jpg,57,51,447,273,102
04907.jpg,24,22,226,169,134
04908.jpg,139,109,395,298,158
04909.jpg,184,209,1227,727,167
04910.jpg,203,227,1067,776,104
04911.jpg,99,108,479,301,110
04912.jpg,324,297,1242,788,187
04913.jpg,14,5,388,254,165
04914.jpg,24,216,1021,654,97
04915.jpg,11,1,131,96,34
04916.jpg,16,24,258,172,107
04917.jpg,1,223,1172,611,107
04918.jpg,15,60,242,175,13
04919.jpg,151,112,1528,1069,89
04920.jpg,46,60,575,354,165
04921.jpg,166,170,1076,615,164
04922.jpg,276,83,654,352,147
04923.jpg,100,258,753,457,16
04924.jpg,198,278,1502,1054,43
04925.jpg,73,71,599,411,111
04926.jpg,6,53,633,363,144
04927.jpg,139,130,467,275,38
04928.jpg,15,49,601,331,113
04929.jpg,12,105,282,209,42
04930.jpg,89,40,414,249,137
04931.jpg,75,336,1487,786,16
04932.jpg,127,36,1367,896,140
04933.jpg,22,20,384,178,181
04934.jpg,1,87,799,595,169
04935.jpg,49,73,272,241,157
04936.jpg,53,115,431,293,72
04937.jpg,6,6,496,223,139
04938.jpg,66,65,572,354,86
04939.jpg,31,46,294,161,105
04940.jpg,32,50,278,166,23
04941.jpg,1,37,197,144,161
04942.jpg,96,73,559,399,8
04943.jpg,3,56,253,167,72
04944.jpg,29,55,362,210,19
04945.jpg,69,79,430,276,34
04946.jpg,76,170,884,681,27
04947.jpg,137,149,676,453,110
04948.jpg,113,302,668,527,96
04949.jpg,49,99,594,397,17
04950.jpg,2,158,640,419,87
04951.jpg,57,199,982,675,44
04952.jpg,110,234,339,326,152
04953.jpg,17,214,1587,742,98
04954.jpg,94,163,736,377,55
04955.jpg,48,246,1085,625,176
04956.jpg,29,135,581,380,15
04957.jpg,27,11,241,177,27
04958.jpg,616,321,1111,574,177
04959.jpg,14,73,254,172,190
04960.jpg,44,67,250,171,129
04961.jpg,84,89,686,424,154
04962.jpg,8,108,350,240,153
04963.jpg,19,13,409,268,179
04964.jpg,3,12,300,211,131
04965.jpg,50,88,440,254,178
04966.jpg,17,62,187,123,31
04967.jpg,4,144,799,526,82
04968.jpg,19,104,616,385,159
04969.jpg,2,34,355,176,159
04970.jpg,45,88,799,573,196
04971.jpg,110,133,565,368,171
04972.jpg,197,105,1059,726,38
04973.jpg,56,100,449,346,37
04974.jpg,15,46,290,207,131
04975.jpg,27,93,620,350,38
04976.jpg,95,140,1344,860,193
04977.jpg,23,78,601,403,127
04978.jpg,125,165,574,469,35
04979.jpg,1,167,645,445,55
04980.jpg,61,230,577,457,127
04981.jpg,47,272,919,638,145
04982.jpg,78,264,961,563,193
04983.jpg,49,93,225,169,151
04984.jpg,11,103,617,310,129
04985.jpg,10,44,1027,557,117
04986.jpg,14,95,483,337,120
04987.jpg,76,81,660,420,131
04988.jpg,176,212,498,395,102
04989.jpg,55,149,529,343,44
04990.jpg,124,334,1390,859,160
04991.jpg,14,26,189,91,123
04992.jpg,23,73,486,336,118
04993.jpg,42,90,613,398,75
04994.jpg,27,8,417,346,105
04995.jpg,26,84,401,284,128
04996.jpg,77,139,803,549,124
04997.jpg,80,42,448,285,131
04998.jpg,8,51,799,411,30
04999.jpg,55,80,978,667,111
05000.jpg,15,37,258,180,72
05001.jpg,1,27,640,438,179
05002.jpg,26,46,481,228,12
05003.jpg,8,29,276,178,90
05004.jpg,71,137,595,441,86
05005.jpg,56,60,346,222,115
05006.jpg,22,13,292,188,37
05007.jpg,39,142,617,354,20
05008.jpg,71,77,575,381,73
05009.jpg,71,16,399,321,45
05010.jpg,27,84,281,184,103
05011.jpg,1,31,140,77,34
05012.jpg,42,77,617,463,195
05013.jpg,16,59,472,304,61
05014.jpg,58,364,970,682,156
05015.jpg,172,99,853,696,79
05016.jpg,256,171,580,359,46
05017.jpg,23,53,271,198,116
05018.jpg,23,67,605,392,181
05019.jpg,59,61,558,410,140
05020.jpg,6,81,613,420,71
05021.jpg,86,237,979,588,160
05022.jpg,50,243,1424,883,145
05023.jpg,201,112,513,342,10
05024.jpg,57,189,944,587,186
05025.jpg,22,55,290,221,121
05026.jpg,84,54,443,313,137
05027.jpg,60,99,614,399,190
05028.jpg,52,15,274,142,28
05029.jpg,22,214,783,520,40
05030.jpg,60,76,593,393,1
05031.jpg,46,109,492,317,165
05032.jpg,108,58,316,203,71
05033.jpg,78,106,321,238,52
05034.jpg,8,26,442,313,67
05035.jpg,129,265,1980,1114,119
05036.jpg,58,231,1145,770,164
05037.jpg,111,123,657,436,130
05038.jpg,41,52,218,170,114
05039.jpg,106,17,517,360,178
05040.jpg,381,293,863,512,25
05041.jpg,3,6,202,159,88
05042.jpg,147,119,1078,596,6
05043.jpg,21,69,288,210,190
05044.jpg,18,12,251,183,131
05045.jpg,29,74,605,431,192
05046.jpg,187,337,1438,862,90
05047.jpg,51,46,439,250,155
05048.jpg,40,70,562,350,10
05049.jpg,190,167,581,383,46
05050.jpg,40,70,1582,1030,23
05051.jpg,29,40,418,319,100
05052.jpg,83,93,686,425,3
05053.jpg,21,154,607,367,180
05054.jpg,41,78,990,711,52
05055.jpg,187,225,886,762,165
05056.jpg,37,180,978,619,97
05057.jpg,63,106,435,329,4
05058.jpg,18,55,625,389,33
05059.jpg,139,298,756,598,104
05060.jpg,153,59,861,658,132
05061.jpg,267,753,3247,1744,98
05062.jpg,22,22,310,222,106
05063.jpg,36,56,605,455,13
05064.jpg,85,79,530,401,115
05065.jpg,37,102,605,389,115
05066.jpg,25,74,221,174,42
05067.jpg,17,46,383,230,19
05068.jpg,80,231,1167,667,43
05069.jpg,128,101,347,195,38
05070.jpg,33,74,375,259,77
05071.jpg,66,70,478,293,52
05072.jpg,25,50,239,159,38
05073.jpg,52,64,217,150,103
05074.jpg,23,106,462,301,78
05075.jpg,29,33,243,153,25
05076.jpg,39,73,261,137,151
05077.jpg,25,44,559,273,7
05078.jpg,24,115,582,293,103
05079.jpg,17,21,400,300,159
05080.jpg,18,144,789,463,79
05081.jpg,8,1,498,196,51
05082.jpg,36,35,401,241,66
05083.jpg,22,78,378,236,13
05084.jpg,59,60,542,346,98
05085.jpg,17,44,256,174,23
05086.jpg,14,135,567,305,15
05087.jpg,25,99,587,384,35
05088.jpg,42,78,362,299,178
05089.jpg,68,287,1228,667,179
05090.jpg,134,43,467,158,26
05091.jpg,97,141,955,585,115
05092.jpg,26,48,459,335,113
05093.jpg,13,122,393,283,139
05094.jpg,43,114,486,253,38
05095.jpg,51,193,1001,656,42
05096.jpg,2,82,381,187,153
05097.jpg,11,4,289,180,160
05098.jpg,87,80,827,700,146
05099.jpg,5,63,286,174,107
05100.jpg,14,90,611,446,120
05101.jpg,166,597,1949,1431,164
05102.jpg,13,19,318,235,85
05103.jpg,47,35,590,403,94
05104.jpg,42,188,769,477,145
05105.jpg,27,40,279,142,30
05106.jpg,9,11,246,179,125
05107.jpg,31,44,379,250,152
05108.jpg,5,15,298,139,108
05109.jpg,97,32,518,228,183
05110.jpg,126,171,1665,1182,149
05111.jpg,22,65,473,287,93
05112.jpg,25,112,588,334,66
05113.jpg,16,37,243,158,106
05114.jpg,24,95,276,237,21
05115.jpg,26,64,235,185,113
05116.jpg,32,42,584,347,14
05117.jpg,51,321,1517,1122,187
05118.jpg,16,55,246,163,80
05119.jpg,52,118,743,513,196
05120.jpg,31,219,613,417,194
05121.jpg,117,196,661,383,124
05122.jpg,44,56,397,306,20
05123.jpg,108,149,1137,637,96
05124.jpg,26,147,629,386,50
05125.jpg,42,170,591,389,4
05126.jpg,188,106,581,295,152
05127.jpg,19,37,235,134,188
05128.jpg,15,58,246,139,5
05129.jpg,172,107,582,335,22
05130.jpg,35,38,222,163,86
05131.jpg,50,159,595,456,155
05132.jpg,35,92,405,309,32
05133.jpg,37,72,281,187,157
05134.jpg,19,61,472,309,139
05135.jpg,3,11,258,137,108
05136.jpg,32,116,569,370,105
05137.jpg,54,44,578,401,133
05138.jpg,21,6,341,146,15
05139.jpg,21,104,514,377,154
05140.jpg,37,102,723,407,58
05141.jpg,59,85,994,677,63
05142.jpg,24,86,472,309,92
05143.jpg,3,24,572,275,10
05144.jpg,43,276,973,562,21
05145.jpg,17,68,402,241,44
05146.jpg,123,69,489,259,25
05147.jpg,53,114,577,299,171
05148.jpg,72,109,529,323,13
05149.jpg,55,22,593,399,149
05150.jpg,55,113,523,331,21
05151.jpg,47,140,611,426,120
05152.jpg,48,92,261,161,59
05153.jpg,28,94,614,389,144
05154.jpg,335,234,992,740,149
05155.jpg,22,53,1773,1013,120
05156.jpg,89,137,524,335,31
05157.jpg,172,22,760,469,151
05158.jpg,1,31,443,299,39
05159.jpg,9,66,600,373,114
05160.jpg,12,64,254,140,107
05161.jpg,32,43,620,437,131
05162.jpg,29,32,472,331,20
05163.jpg,68,116,543,371,38
05164.jpg,15,107,624,363,182
05165.jpg,16,83,564,322,172
05166.jpg,36,60,586,354,122
05167.jpg,11,24,117,76,174
05168.jpg,40,184,702,493,68
05169.jpg,55,167,769,406,194
05170.jpg,6,85,292,192,104
05171.jpg,214,27,558,235,195
05172.jpg,208,207,772,513,177
05173.jpg,48,70,274,200,35
05174.jpg,18,63,639,396,70
05175.jpg,111,11,531,320,187
05176.jpg,48,51,279,179,62
05177.jpg,16,24,580,282,17
05178.jpg,5,169,799,506,79
05179.jpg,2,63,625,402,61
05180.jpg,45,120,569,362,179
05181.jpg,30,162,565,379,17
05182.jpg,21,121,390,381,105
05183.jpg,15,59,1147,617,25
05184.jpg,24,144,607,398,83
05185.jpg,80,231,861,679,112
05186.jpg,14,47,467,221,114
05187.jpg,29,5,211,144,106
05188.jpg,28,42,463,308,111
05189.jpg,17,49,584,433,146
05190.jpg,80,86,544,299,93
05191.jpg,24,138,617,358,59
05192.jpg,55,14,529,374,53
05193.jpg,72,103,598,302,142
05194.jpg,29,44,587,463,95
05195.jpg,67,355,1549,1063,170
05196.jpg,41,41,239,134,111
05197.jpg,39,141,594,355,7
05198.jpg,244,153,632,397,140
05199.jpg,224,49,621,346,119
05200.jpg,86,19,505,316,138
05201.jpg,12,47,251,162,97
05202.jpg,21,45,269,160,177
05203.jpg,6,50,300,167,45
05204.jpg,46,81,507,278,157
05205.jpg,35,50,673,495,124
05206.jpg,118,39,882,681,172
05207.jpg,111,184,543,358,126
05208.jpg,100,240,1577,968,55
05209.jpg,3,40,300,154,92
05210.jpg,18,84,205,167,161
05211.jpg,52,21,400,262,180
05212.jpg,15,82,337,223,20
05213.jpg,99,124,961,665,75
05214.jpg,16,434,1266,894,79
05215.jpg,14,19,793,452,183
05216.jpg,135,116,897,579,63
05217.jpg,111,82,886,584,148
05218.jpg,34,162,703,428,60
05219.jpg,279,316,1345,921,170
05220.jpg,16,79,727,449,130
05221.jpg,34,49,281,144,69
05222.jpg,70,101,850,460,69
05223.jpg,19,12,252,181,113
05224.jpg,5,14,93,58,1
05225.jpg,108,103,2743,1758,178
05226.jpg,366,401,1516,1012,25
05227.jpg,41,138,760,519,94
05228.jpg,17,19,640,289,96
05229.jpg,21,25,463,288,109
05230.jpg,223,66,552,261,157
05231.jpg,6,34,427,266,69
05232.jpg,195,248,854,557,192
05233.jpg,70,46,529,309,144
05234.jpg,101,120,944,685,183
05235.jpg,43,27,594,351,73
05236.jpg,151,166,1441,1027,101
05237.jpg,29,32,399,330,195
05238.jpg,58,217,975,608,141
05239.jpg,55,36,426,314,100
05240.jpg,24,61,672,487,87
05241.jpg,60,420,1634,981,182
05242.jpg,43,113,618,428,125
05243.jpg,1,8,111,78,88
05244.jpg,53,109,506,379,127
05245.jpg,11,27,226,163,196
05246.jpg,129,73,519,405,110
05247.jpg,41,120,589,315,179
05248.jpg,382,172,1249,883,133
05249.jpg,118,128,462,266,55
05250.jpg,31,38,631,438,109
05251.jpg,35,105,531,397,190
05252.jpg,20,126,932,725,95
05253.jpg,53,1,687,495,95
05254.jpg,5,16,200,150,123
05255.jpg,40,51,538,326,29
05256.jpg,137,93,488,416,195
05257.jpg,6,1,608,367,101
05258.jpg,80,100,401,371,38
05259.jpg,179,177,753,452,2
05260.jpg,19,12,613,456,176
05261.jpg,10,34,242,126,2
05262.jpg,44,108,560,355,60
05263.jpg,300,176,1185,711,12
05264.jpg,75,95,578,368,153
05265.jpg,8,28,1005,616,14
05266.jpg,40,66,269,164,14
05267.jpg,23,47,255,183,65
05268.jpg,10,5,545,315,23
05269.jpg,40,10,241,162,69
05270.jpg,85,107,938,608,187
05271.jpg,39,43,584,227,18
05272.jpg,47,164,986,706,21
05273.jpg,22,43,424,203,33
05274.jpg,36,65,633,347,61
05275.jpg,101,160,464,308,35
05276.jpg,9,18,626,471,154
05277.jpg,21,41,415,330,155
05278.jpg,17,139,379,251,39
05279.jpg,41,35,592,377,142
05280.jpg,137,114,919,544,15
05281.jpg,147,125,471,426,3
05282.jpg,256,310,1504,727,182
05283.jpg,109,224,890,619,167
05284.jpg,15,13,294,195,118
05285.jpg,67,102,564,368,187
05286.jpg,295,106,1653,1057,147
05287.jpg,110,75,272,151,152
05288.jpg,88,320,1204,747,176
05289.jpg,42,103,618,411,104
05290.jpg,250,343,1345,994,35
05291.jpg,67,56,606,427,89
05292.jpg,14,159,548,457,194
05293.jpg,13,62,276,179,138
05294.jpg,40,63,444,280,150
05295.jpg,30,16,430,215,2
05296.jpg,24,27,429,257,136
05297.jpg,518,493,1090,981,145
05298.jpg,25,60,487,286,102
05299.jpg,68,111,561,378,137
05300.jpg,1,32,192,133,171
05301.jpg,12,179,326,367,97
05302.jpg,56,79,552,251,151
05303.jpg,19,81,238,168,104
05304.jpg,11,31,271,179,8
05305.jpg,147,118,940,663,75
05306.jpg,53,169,582,389,9
05307.jpg,58,85,532,433,4
05308.jpg,32,75,564,241,128
05309.jpg,5,35,266,169,65
05310.jpg,163,162,563,375,39
05311.jpg,39,57,838,528,144
05312.jpg,154,125,324,286,45
05313.jpg,201,241,965,594,112
05314.jpg,72,83,718,457,33
05315.jpg,21,96,380,275,13
05316.jpg,27,42,589,301,158
05317.jpg,35,64,487,306,68
05318.jpg,79,57,552,381,119
05319.jpg,19,105,448,272,118
05320.jpg,28,56,605,288,184
05321.jpg,124,392,1137,760,163
05322.jpg,59,43,253,171,188
05323.jpg,304,266,971,667,117
05324.jpg,23,94,402,269,4
05325.jpg,518,452,1332,1004,169
05326.jpg,6,9,217,110,17
05327.jpg,43,197,973,686,185
05328.jpg,80,295,944,717,63
05329.jpg,56,109,859,356,39
05330.jpg,133,105,603,471,26
05331.jpg,13,1,612,450,169
05332.jpg,14,20,273,174,54
05333.jpg,189,174,800,542,3
05334.jpg,118,15,601,450,71
05335.jpg,17,41,484,265,81
05336.jpg,93,231,1833,1341,176
05337.jpg,51,135,1247,736,38
05338.jpg,33,118,455,322,61
05339.jpg,123,291,929,587,126
05340.jpg,129,379,1973,985,59
05341.jpg,6,30,318,140,40
05342.jpg,10,1,102,85,88
05343.jpg,16,101,1409,696,127
05344.jpg,50,328,777,725,29
05345.jpg,28,65,345,245,102
05346.jpg,2,56,199,138,39
05347.jpg,108,201,706,429,3
05348.jpg,23,99,373,221,91
05349.jpg,189,198,756,468,7
05350.jpg,19,22,235,162,174
05351.jpg,132,20,774,505,45
05352.jpg,59,54,590,385,132
05353.jpg,86,137,586,334,13
05354.jpg,19,1,639,480,172
05355.jpg,33,74,531,283,169
05356.jpg,48,214,1233,724,139
05357.jpg,29,93,630,480,119
05358.jpg,125,129,499,348,120
05359.jpg,49,59,239,142,19
05360.jpg,36,111,505,326,103
05361.jpg,40,38,392,254,188
05362.jpg,11,3,292,115,117
05363.jpg,137,149,624,579,116
05364.jpg,148,105,687,498,172
05365.jpg,56,68,587,387,154
05366.jpg,313,188,657,401,10
05367.jpg,75,93,539,400,193
05368.jpg,147,11,590,218,65
05369.jpg,27,42,457,342,113
05370.jpg,11,50,616,339,54
05371.jpg,161,104,798,415,162
05372.jpg,8,66,361,227,127
05373.jpg,6,30,359,242,8
05374.jpg,162,128,351,244,47
05375.jpg,13,128,495,359,120
05376.jpg,36,172,772,514,194
05377.jpg,31,4,388,258,115
05378.jpg,11,123,640,413,73
05379.jpg,75,11,945,378,35
05380.jpg,41,47,274,195,53
05381.jpg,10,62,680,415,125
05382.jpg,30,217,759,522,9
05383.jpg,23,54,429,284,119
05384.jpg,64,20,344,251,92
05385.jpg,92,270,418,410,192
05386.jpg,19,59,334,258,7
05387.jpg,348,467,1626,963,187
05388.jpg,339,496,1418,1021,170
05389.jpg,45,25,578,447,171
05390.jpg,92,70,342,314,113
05391.jpg,93,138,907,536,127
05392.jpg,4,21,236,160,19
05393.jpg,9,61,274,155,177
05394.jpg,14,45,194,176,196
05395.jpg,74,130,564,444,29
05396.jpg,26,91,615,411,50
05397.jpg,115,142,641,386,151
05398.jpg,41,157,607,404,104
05399.jpg,68,102,463,430,166
05400.jpg,14,37,244,165,131
05401.jpg,18,44,250,138,116
05402.jpg,21,45,241,157,37
05403.jpg,271,185,630,347,93
05404.jpg,36,26,413,313,28
05405.jpg,66,277,932,564,4
05406.jpg,3,25,295,214,129
05407.jpg,145,87,524,375,156
05408.jpg,73,94,286,175,19
05409.jpg,125,58,268,172,158
05410.jpg,34,88,396,274,188
05411.jpg,205,162,646,516,128
05412.jpg,57,114,378,253,83
05413.jpg,177,434,2613,1549,23
05414.jpg,185,123,503,359,168
05415.jpg,35,89,763,429,112
05416.jpg,80,200,595,447,75
05417.jpg,47,45,269,175,189
05418.jpg,51,15,217,164,174
05419.jpg,186,90,556,280,99
05420.jpg,143,135,548,280,185
05421.jpg,43,166,961,606,51
05422.jpg,63,103,582,423,184
05423.jpg,73,388,1217,734,101
05424.jpg,17,17,280,155,105
05425.jpg,53,180,1119,725,25
05426.jpg,83,148,562,363,22
05427.jpg,54,126,576,420,100
05428.jpg,24,79,724,369,115
05429.jpg,16,26,460,258,24
05430.jpg,37,121,287,192,163
05431.jpg,313,423,1201,901,96
05432.jpg,93,135,913,679,65
05433.jpg,5,18,295,178,109
05434.jpg,54,107,543,344,3
05435.jpg,3,39,281,149,19
05436.jpg,72,43,725,483,55
05437.jpg,96,416,4252,2792,61
05438.jpg,15,142,461,296,193
05439.jpg,47,172,773,459,68
05440.jpg,292,148,1306,1060,179
05441.jpg,48,40,469,380,175
05442.jpg,30,83,489,298,45
05443.jpg,94,16,419,190,33
05444.jpg,38,42,704,439,119
05445.jpg,127,376,1516,964,28
05446.jpg,6,129,630,452,58
05447.jpg,13,34,248,183,69
05448.jpg,15,33,273,173,19
05449.jpg,101,243,924,571,70
05450.jpg,427,517,1426,835,96
05451.jpg,13,32,253,150,70
05452.jpg,56,50,1229,660,165
05453.jpg,34,179,608,381,43
05454.jpg,8,8,269,177,40
05455.jpg,54,91,268,211,148
05456.jpg,11,23,370,234,82
05457.jpg,22,15,244,181,111
05458.jpg,52,28,752,429,99
05459.jpg,2,7,581,293,185
05460.jpg,90,108,579,378,128
05461.jpg,141,184,424,350,102
05462.jpg,134,180,576,315,160
05463.jpg,22,45,409,252,32
05464.jpg,6,80,294,187,17
05465.jpg,36,33,230,181,113
05466.jpg,80,185,879,614,132
05467.jpg,68,398,634,603,168
05468.jpg,142,46,729,294,49
05469.jpg,187,124,683,454,163
05470.jpg,8,35,154,92,80
05471.jpg,39,111,404,261,34
